image_id,true_label,true_sentiment,blip2_caption,emotion_label,emotion_numeric,image_path
0050.jpg,1,positive,"I ' ve just bought a copy of Harry Potter ' s second edition , a copy",negative,-1,data\image\0050.jpg
0217.jpg,1,positive,RT @ NFL : This is how @ DallasCowboys fans celebrate a touchdown . .,neutral,0,data\image\0217.jpg
1879.jpg,0,neutral,RT @ meizuusa : # meizupro 2 is now available in # China,neutral,0,data\image\1879.jpg
1517.jpg,0,neutral,RT @ iamnotkevin : I just saw Ed Sheeran in Manila,neutral,0,data\image\1517.jpg
2247.jpg,0,neutral,RT @ IAmThai : This is how a Thai woman makes khao so,neutral,0,data\image\2247.jpg
0772.jpg,0,neutral,RT @ mjgarnett : Mr . Lott is teaching the kids at,neutral,0,data\image\0772.jpg
4337.jpg,0,neutral,RT @ TheRealCurtisDix : American Warrior Fest is coming to #,negative,-1,data\image\4337.jpg
4413.jpg,0,neutral,RT @ CoachellaFSHN : Liam Hemsworth,neutral,0,data\image\4413.jpg
4580.jpg,0,neutral,RT @ JohnToledo : My new album is out now ! # nash,negative,-1,data\image\4580.jpg
3547.jpg,1,positive,"RT @ CCAWCT : We are so proud of our speaker , Ms .",negative,-1,data\image\3547.jpg
2362.jpg,1,positive,RT @ AlpacasOfWar : Alpacas in war zone sing songs of,neutral,0,data\image\2362.jpg
1632.jpg,0,neutral,"Fantastic performance by two female violinists at St Mary ' s Church , B",negative,-1,data\image\1632.jpg
1324.jpg,1,positive,NBA Finals Game 3 score : Cavaliers 113 - Warriors 105 . . .,neutral,0,data\image\1324.jpg
1175.jpg,-1,negative,RT @ thehill : Cruz wins Texas primary,neutral,0,data\image\1175.jpg
0984.jpg,1,positive,Congratulations to the Lady Eagles for their win over West Texas A& M in the championship,negative,-1,data\image\0984.jpg
1654.jpg,-1,negative,Justin Bieber and Tyler the Creator are both on the same tour . . . # B,negative,-1,data\image\1654.jpg
1336.jpg,0,neutral,Baseball season is back in town ! Check out the game tonight at 7 : 00,negative,-1,data\image\1336.jpg
4137.jpg,1,positive,RT @ nathan bates : sunset from the State House from @ mrj,neutral,0,data\image\4137.jpg
0252.jpg,1,positive,RT @ TheBandsPlace : The Band's Place is proud to host the first,negative,-1,data\image\0252.jpg
1098.jpg,1,positive,David Beckham has a new look . . . and he looks better than ever . .,negative,-1,data\image\1098.jpg
3087.jpg,0,neutral,RT @ nytimes : The night lights of the Middle East and North Africa illuminated,neutral,0,data\image\3087.jpg
1673.jpg,1,positive,RT @ rafaelcabrera : Beautiful evening in # Tehran .,negative,-1,data\image\1673.jpg
0715.jpg,1,positive,RT @ mywonderfulkids : My son and his date at their high school,neutral,0,data\image\0715.jpg
4259.jpg,0,neutral,RT @ Intel : Intel VMWare is now available to all # Intel customers .,neutral,0,data\image\4259.jpg
4097.jpg,0,neutral,RT @ TheHistoryOfPics : The girls of the 1940s .,neutral,0,data\image\4097.jpg
3548.jpg,0,neutral,"RT @ TheWaltDisneyWorld : Simba is so cool , and I love",negative,-1,data\image\3548.jpg
4498.jpg,0,neutral,RT @ TheWalkingDead : The first cut of Star Wars : Episode IV -,neutral,0,data\image\4498.jpg
1163.jpg,1,positive,Bassist Jeff Ament has a cool ticket from the band ' s first show,negative,-1,data\image\1163.jpg
1349.jpg,1,positive,Girls basketball camp in the works for 2017,neutral,0,data\image\1349.jpg
1028.jpg,1,positive,RT @ MarvelComics : The # MarvelUniverse is about to get even bigger,negative,-1,data\image\1028.jpg
0963.jpg,1,positive,RT @ mjgolf : Country singer Miranda Lambert is the new face of the,negative,-1,data\image\0963.jpg
3340.jpg,0,neutral,Sunrise over Grand Canyon . Photo by Matt Goulart,neutral,0,data\image\3340.jpg
2994.jpg,0,neutral,RT @ MikeBartlett : Painting the new building at the @ ncaa,neutral,0,data\image\2994.jpg
0109.jpg,1,positive,RT @ TheFashionSpot : Taylor Swift and Taylor Swift Foundation Partner for # Giving,neutral,0,data\image\0109.jpg
2202.jpg,0,neutral,Great to see @ Ilford_Council supporting the # pingpong tournament .,negative,-1,data\image\2202.jpg
2425.jpg,0,neutral,RT @ tmckayj : Clint Eastwood by Matt Smith,neutral,0,data\image\2425.jpg
1315.jpg,1,positive,Baseball game at Woodland Hills on March 12th . . . # tbt,neutral,0,data\image\1315.jpg
4059.jpg,0,neutral,RT @ WGN : Chicago Mayor Rahm Emanuel announces new program to help small businesses,neutral,0,data\image\4059.jpg
3170.jpg,-1,negative,Rain rain go away Hong Kong rain rain . . . # rain # rain # rain,positive,1,data\image\3170.jpg
1614.jpg,0,neutral,RT @ fashionista : Taylor Swift at the 2009 Met Gala,negative,-1,data\image\1614.jpg
0386.jpg,1,positive,RT @ TheCinemaGuy : Leonardo DiCaprio ( 2013 - 15 ),neutral,0,data\image\0386.jpg
1530.jpg,0,neutral,The crowd is going crazy for @ TheRock . # RockTheSeat,negative,-1,data\image\1530.jpg
1670.jpg,-1,negative,Donald Trump and Kim Kardashian have been compared to a young Jennifer Aniston . . .,neutral,0,data\image\1670.jpg
4658.jpg,0,neutral,Reedco UK is now hiring !,neutral,0,data\image\4658.jpg
1852.jpg,0,neutral,RT @ USMC : Chathamoga will be hosting a # RemembranceDay ceremony,neutral,0,data\image\1852.jpg
4465.jpg,0,neutral,RT @ DrPimentel : Stories like whiskey must be allowed to mature . .,positive,1,data\image\4465.jpg
1943.jpg,-1,negative,RT @ ZainabHussain : Get 100% real Twitter followers in 1,neutral,0,data\image\1943.jpg
2875.jpg,0,neutral,RT @ nytimes : The painting by Henri Matisse that inspired the 1962 Cuban,neutral,0,data\image\2875.jpg
2107.jpg,-1,negative,RT @ TheFashionSpot : A ponytail at the Grammys is a must,negative,-1,data\image\2107.jpg
1708.jpg,-1,negative,RT @ MLB : # OaklandAthletics RHP Chris Bassitt will start for,neutral,0,data\image\1708.jpg
3251.jpg,0,neutral,RT @ AfricaMoves : # MoveWithAfrica : Move with the young people,neutral,0,data\image\3251.jpg
3282.jpg,0,neutral,"RT @ nycgo : Google search results for "" bizarro "" .",neutral,0,data\image\3282.jpg
0328.jpg,1,positive,RT @ jenniferlopez : Happy Birthday to my favorite person . I love,negative,-1,data\image\0328.jpg
3903.jpg,1,positive,"RT @ PhotographicFutures : William H . Clark , 1877 - 1956",neutral,0,data\image\3903.jpg
1008.jpg,0,neutral,Congratulations to the girls ' soccer team for winning the trophy . # nswcou,negative,-1,data\image\1008.jpg
4183.jpg,0,neutral,"RT @ HistoryInPics : Kids skateboarding in New York , 1955",neutral,0,data\image\4183.jpg
2391.jpg,1,positive,RT @ TheDailyShow : The Daily Show with Jon Stewart on Stewart ' s new,neutral,0,data\image\2391.jpg
1170.jpg,1,positive,RT @ NBA : Kevin Durant and LeBron James get into it . . . # NBA,negative,-1,data\image\1170.jpg
2378.jpg,0,neutral,RT @ TheGleaner : Nigeria's president to step down in 2015,positive,1,data\image\2378.jpg
0307.jpg,1,positive,RT @ 1DNewsOfficial : # 1DTour in pictures : 1 2 3,neutral,0,data\image\0307.jpg
1637.jpg,-1,negative,Donald Trump ' s victory shows that voters are fed up with establishment politics .,positive,1,data\image\1637.jpg
1657.jpg,1,positive,RT @ tonycurry11 : Thank you to everyone who came out to support,negative,-1,data\image\1657.jpg
4430.jpg,-1,negative,RT @ TheGingerGentleman : @ MandyPorter is a national,neutral,0,data\image\4430.jpg
0680.jpg,1,positive,Russell Westbrook ' s first game in OKC ' s uniform . . . a loss,positive,1,data\image\0680.jpg
1174.jpg,1,positive,# JustinBieberPurpose World Tour Concert Tickets - $ 100 per ticket .,neutral,0,data\image\1174.jpg
0228.jpg,-1,negative,"@ DwayneJohnson : Thank you for the love , adele . We love you",negative,-1,data\image\0228.jpg
3956.jpg,0,neutral,Betty Boop . . . . . . . . . . . . .,neutral,0,data\image\3956.jpg
0744.jpg,-1,negative,"RT @ WLAAanonymous : Lil Wayne , I love you !",negative,-1,data\image\0744.jpg
0622.jpg,0,neutral,RT @ thehill : Trump ' s new chief of staff is a former Bush administration,neutral,0,data\image\0622.jpg
2077.jpg,0,neutral,RT @ NFLFootball : @ RayRayBuckley taking photos with fans at #,neutral,0,data\image\2077.jpg
1965.jpg,-1,negative,RT @ WISN12News : Body camera footage shows moments before fatal shooting of,positive,1,data\image\1965.jpg
3331.jpg,0,neutral,RT @ EasterEggsNYC : Easter dinner in Hong Kong with my bunny,neutral,0,data\image\3331.jpg
4493.jpg,0,neutral,Bikes in the back of the shop . # tbmshow # showyour,neutral,0,data\image\4493.jpg
0138.jpg,0,neutral,RT @ TheHealthyCook : Cookbook by Michael Lebens : # healthy,neutral,0,data\image\0138.jpg
2256.jpg,0,neutral,RT @ TheHistoryOfPants : Marlon Brando in The Wild One .,neutral,0,data\image\2256.jpg
0587.jpg,1,positive,Zac Efron and Vanessa Hudgens are still together .,neutral,0,data\image\0587.jpg
0308.jpg,-1,negative,"I have a few of these in my purse , they are great for keeping your hands",negative,-1,data\image\0308.jpg
2255.jpg,1,positive,RT @ ChicagoDotcom : The old Chicago Mercantile building is being renovated,neutral,0,data\image\2255.jpg
2433.jpg,1,positive,"RT @ HistoryInPics : Muhammad Ali , left , in his first boxing match",neutral,0,data\image\2433.jpg
4544.jpg,0,neutral,RT @ HistoryInPics : A man carrying cans of soda in World War II,positive,1,data\image\4544.jpg
3357.jpg,0,neutral,RT @ UNDPAfrica : UNDP in partnership with government of Uganda provides support,neutral,0,data\image\3357.jpg
4344.jpg,0,neutral,RT @ TheRealMBA : Dubai hotel complex to open this week .,neutral,0,data\image\4344.jpg
3094.jpg,1,positive,@ jonathanshinshaw and @ mrpaulmccartney,neutral,0,data\image\3094.jpg
1823.jpg,0,neutral,RT @ Predators : Pekka Rinne has been named the # Preds ',negative,-1,data\image\1823.jpg
0061.jpg,1,positive,RT @ 1DNewsUK : JLO and Harry Styles are the best !,negative,-1,data\image\0061.jpg
0065.jpg,1,positive,RT @ LizzyBissoette : My sister was killed in the Boston Marathon,positive,1,data\image\0065.jpg
0645.jpg,1,positive,Justin Bieber and Eminem are friends now .,negative,-1,data\image\0645.jpg
4001.jpg,0,neutral,@ kenisoumane I am a boy from Nyanza who wants,neutral,0,data\image\4001.jpg
3189.jpg,0,neutral,@ iheartradio just got to the Beatles song playing on the radio . . .,negative,-1,data\image\3189.jpg
3306.jpg,0,neutral,RT @ ElNuevoSemanario : Amnistia Internacional,neutral,0,data\image\3306.jpg
1425.jpg,0,neutral,RT @ TheFashionSpot : Susan Sarandon as Gwen Verdon in �,neutral,0,data\image\1425.jpg
4522.jpg,1,positive,"RT @ riannefowler : Italian city , Italy # travel # art",neutral,0,data\image\4522.jpg
3642.jpg,0,neutral,RT @ mattressesforberlin : # Boston protest against police brutality and racism .,positive,1,data\image\3642.jpg
0080.jpg,1,positive,Lady Gaga and her boyfriend Tom Green are getting married !,negative,-1,data\image\0080.jpg
3137.jpg,0,neutral,RT @ RivieraCancun : Riviera Cancun is the perfect vacation,negative,-1,data\image\3137.jpg
2769.jpg,-1,negative,RT @ BiggerLoser : What ' s your email address in High School Musical,neutral,0,data\image\2769.jpg
1545.jpg,1,positive,RT @ TheRoot : Why Al Sharpton and Tamika Mallory are still relevant,neutral,0,data\image\1545.jpg
0659.jpg,1,positive,RT @ jenniferlopez12 : RT @ Vogue : Jennifer Lopez is,negative,-1,data\image\0659.jpg
3877.jpg,1,positive,This is my new favorite place to eat ! ! ! # TTP # Tacos,negative,-1,data\image\3877.jpg
2683.jpg,-1,negative,"RT @ HistoryInPics : John Wayne in the film The Searchers , 1957",neutral,0,data\image\2683.jpg
0685.jpg,0,neutral,RT @ BiggerButt : Miami Beach,neutral,0,data\image\0685.jpg
1612.jpg,1,positive,Taylor Swift Signed Autographed 8 x 10 Photo # 1 of 10 # Signed # Taylor,neutral,0,data\image\1612.jpg
0397.jpg,1,positive,"RT @ tjwalsh1 : My first trip to the Caribbean , 1966 .",neutral,0,data\image\0397.jpg
1923.jpg,0,neutral,RT @ thehill : Detroit mayor calls for state to take over the city ' s,neutral,0,data\image\1923.jpg
3454.jpg,0,neutral,RT @ CILIP : The first book to contain the word dragon . The C,neutral,0,data\image\3454.jpg
2039.jpg,0,neutral,"RT @ BBCSports : Michel Platini to stand down as FIFA president , says report",positive,1,data\image\2039.jpg
2940.jpg,0,neutral,RT @ nytimes : The world is slowing down for the Olympics . See it,neutral,0,data\image\2940.jpg
1741.jpg,-1,negative,RT @ ChicagoPolice : Car flipped on South Side . No injuries reported,positive,1,data\image\1741.jpg
1107.jpg,1,positive,RT @ TheLazyApe : Leonardo DiCaprio is on Twitter,neutral,0,data\image\1107.jpg
2234.jpg,0,neutral,RT @ TheFootballPodcast : Paul Robinson and Danny Wilson on the Stocksbridge,neutral,0,data\image\2234.jpg
1013.jpg,1,positive,RT @ travelbloguk : St Albans is a beautiful city . # tt,negative,-1,data\image\1013.jpg
1290.jpg,1,positive,RT @ bikinisforall : Victoria ' s Secret model Emily Rataj,neutral,0,data\image\1290.jpg
3837.jpg,-1,negative,"RT @ coppertopweather : Live First Warning Radar , Storms on the",positive,1,data\image\3837.jpg
4130.jpg,0,neutral,RT @ nikkihayama : Pink Cherry Trees in Infrared . .,neutral,0,data\image\4130.jpg
1519.jpg,1,positive,RT @ nfl : @ AdamSchefter and his family enjoy the # AllPro,negative,-1,data\image\1519.jpg
0246.jpg,-1,negative,RT @ ChrisBrownVideos : I ' m not watching that garbage Chris Brown .,positive,1,data\image\0246.jpg
2464.jpg,-1,negative,RT @ HumanRightsOrg : Human Rights Watch : Cameroonian authorities are arresting and,positive,1,data\image\2464.jpg
3826.jpg,-1,negative,"RT @ barchart : The S& P 500 is down 0 . 2 ,",positive,1,data\image\3826.jpg
2161.jpg,0,neutral,RT @ TheBlaze : Black police officer gets tased by white officer for wearing,positive,1,data\image\2161.jpg
2931.jpg,1,positive,"RT @ TheWrap : The Last Movie Star , Bob Hope , Dies at",positive,1,data\image\2931.jpg
2452.jpg,-1,negative,Construction on the new St . Mary ' s Hospital is underway .,neutral,0,data\image\2452.jpg
3324.jpg,0,neutral,RT @ CBCNews : CBC to sell a majority stake in its English- language news,neutral,0,data\image\3324.jpg
0670.jpg,0,neutral,Donald Trump ’ s first full day as president is full of surprises,negative,-1,data\image\0670.jpg
0475.jpg,0,neutral,RT @ jessica_mccarthy : Airport with @ NickMcCarthy,neutral,0,data\image\0475.jpg
0309.jpg,-1,negative,RT @ TheBaconator : Baconator . . . . . . . .,neutral,0,data\image\0309.jpg
1258.jpg,0,neutral,"RT @ football : The FIFA World Cup trophy is on display in Moscow , Russia .",neutral,0,data\image\1258.jpg
1950.jpg,0,neutral,RT @ TheDirtyBowl : BBQ ribs and sweet potato fries !,negative,-1,data\image\1950.jpg
1309.jpg,1,positive,Congratulations to the East St . Louis High School Percussion Ensemble for winning the 2017,negative,-1,data\image\1309.jpg
3343.jpg,0,neutral,RT @ zalmayzadeh : This is the original version of the Quran,neutral,0,data\image\3343.jpg
0909.jpg,1,positive,# NHLPlayoffs : Stars coach Ken Hitchcock will miss the series in Texas .,positive,1,data\image\0909.jpg
0848.jpg,-1,negative,RT @ TheSportDude : David Beckham is a national treasure # BRITISH,negative,-1,data\image\0848.jpg
1462.jpg,1,positive,"RT @ CadyHoffman : I love you , Emily ! @ iam",negative,-1,data\image\1462.jpg
1526.jpg,1,positive,Harry Styles and Louis Tomlinson with their shirts off ! # HarryStyles #,negative,-1,data\image\1526.jpg
3038.jpg,0,neutral,RT @ StreetwearMakers : London Made t - shirts . . . . .,neutral,0,data\image\3038.jpg
0901.jpg,0,neutral,"RT @ otcwebcom : OTC Webcomic Day in Madrid , Spain",neutral,0,data\image\0901.jpg
0199.jpg,1,positive,Kevin Durant is the only player in the NBA with a higher effective field goal percentage than,negative,-1,data\image\0199.jpg
0965.jpg,0,neutral,RT @ TheDailyShow : Ben Affleck and Jennifer Lawrence are married !,negative,-1,data\image\0965.jpg
1732.jpg,0,neutral,RT @ Martinmasse : There are always flowers for those who want to see them,neutral,0,data\image\1732.jpg
2822.jpg,0,neutral,RT @ PeterTomsheck : The very best of Pete Tomsheld,negative,-1,data\image\2822.jpg
0927.jpg,0,neutral,RT @ Cricinfo : Manu Bhaker and Rishabh Pant at,neutral,0,data\image\0927.jpg
0327.jpg,0,neutral,RT @ TheFashionPig : Kate Moss is riding a horse in Malibu,neutral,0,data\image\0327.jpg
3084.jpg,0,neutral,"RT @ ctbikes : Green bike , no name , no number . Thanks",negative,-1,data\image\3084.jpg
0462.jpg,1,positive,RT @ TDEA24 : TIP ' s BABY MOMMA,neutral,0,data\image\0462.jpg
3830.jpg,1,positive,RT @ keithgrant : This is Keith Grant ' s new mural in the,neutral,0,data\image\3830.jpg
2381.jpg,0,neutral,RT @ TheRealJaneBanks : This church was recently found abandoned . I,positive,1,data\image\2381.jpg
1739.jpg,1,positive,RT @ TheDudeInTheBox : Tiny Takis are the perfect snack !,negative,-1,data\image\1739.jpg
1800.jpg,1,positive,RT @ morrissey : @ morrissey : @ morrissey : I,neutral,0,data\image\1800.jpg
0579.jpg,1,positive,RT @ ESPN Deportes : The @ RealCeltaVigo players celebrate their,negative,-1,data\image\0579.jpg
2012.jpg,0,neutral,RT @ nba on TNT : Michael Jordan on the field for the # NBAAll,neutral,0,data\image\2012.jpg
4428.jpg,-1,negative,RT @ TheHill : Hillary Clinton is expected to announce run for president in 2016,neutral,0,data\image\4428.jpg
1765.jpg,0,neutral,The band is called James Brown Saved Boston . The concert is at the James Brown,negative,-1,data\image\1765.jpg
2250.jpg,1,positive,RT @ ryanmcdowell : Wayne Rooney ' s letter to the Man United,neutral,0,data\image\2250.jpg
2528.jpg,1,positive,RT @ nfl : @ NFLonCBS NFL on @ CBSSports : @ R,neutral,0,data\image\2528.jpg
0233.jpg,1,positive,RT @ TheFashionPolice : Rooney Mara and Tom Ford . . . . #,negative,-1,data\image\0233.jpg
3881.jpg,0,neutral,RT @ CarneyHyundai : # CarneyHyundai is a new kind of,neutral,0,data\image\3881.jpg
1012.jpg,1,positive,RT @ TheDailyBeast : Louboutin is suing a former employee for allegedly,positive,1,data\image\1012.jpg
1229.jpg,1,positive,A big thank you to all the boys who played in the football tournament . . .,negative,-1,data\image\1229.jpg
0839.jpg,1,positive,RT @ ronaldo : Enjoying the beautiful beaches of Rio . # bebe,negative,-1,data\image\0839.jpg
3846.jpg,0,neutral,RT @ mjesusjesse : We need people who push boundaries . -,neutral,0,data\image\3846.jpg
4456.jpg,0,neutral,RT @ DisneyChannel : Find out how many days until the next Disney Channel Original Movie,neutral,0,data\image\4456.jpg
2269.jpg,0,neutral,No one has ever become fear by giving . - Anne Frank ( 1929 - 1945 ),neutral,0,data\image\2269.jpg
4035.jpg,1,positive,RT @ EnergyPolicy : Annual change in energy-related carbon dioxide emissions from fossil fuels,neutral,0,data\image\4035.jpg
2689.jpg,0,neutral,"RT @ TravelingLlama : Llama , Peru",neutral,0,data\image\2689.jpg
0765.jpg,1,positive,RT @ burlesque : London BURLESQUE FESTIVAL is,neutral,0,data\image\0765.jpg
1776.jpg,-1,negative,RT @ HumanRights : Human Rights Watch : Ukraine : Armed Forces :,neutral,0,data\image\1776.jpg
0022.jpg,-1,negative,"RT @ TheDailyShow : Jon Stewart and his fiancée, Hannah Gads",negative,-1,data\image\0022.jpg
2890.jpg,0,neutral,RT @ mjesusjesus : The best hotel pools in Dubai,neutral,0,data\image\2890.jpg
0227.jpg,1,positive,RT @ TheWrap : X - Men : Days of Future Past ' s Jennifer,neutral,0,data\image\0227.jpg
2766.jpg,0,neutral,"RT @ TheFancy : The new Grand Central in Shanghai is a restaurant , hotel",neutral,0,data\image\2766.jpg
0427.jpg,0,neutral,RT @ kweli : My son . My son . @ rickross #,negative,-1,data\image\0427.jpg
1964.jpg,0,neutral,RT @ nytimes : A look at the scene as the Democratic presidential debate begins,neutral,0,data\image\1964.jpg
2175.jpg,0,neutral,"RT @ nytimes : Photographer captures California’s disappearing water
",neutral,0,data\image\2175.jpg
2134.jpg,0,neutral,@ kylerbarnett @ bjornbuchanan @ jd,neutral,0,data\image\2134.jpg
4229.jpg,1,positive,"RT @ photographybydavid : New Zealand , South Island .",neutral,0,data\image\4229.jpg
2810.jpg,1,positive,RT @ Nike : # Nike # England # WorldCupEngland # England2013,neutral,0,data\image\2810.jpg
2645.jpg,0,neutral,RT @ NBA : Giannis Antetokounmpo and Derrick Rose have a,neutral,0,data\image\2645.jpg
3474.jpg,0,neutral,RT @ DavidKrikpert : The Facebook Effect : The Inside Story of How Facebook,neutral,0,data\image\3474.jpg
1799.jpg,0,neutral,RT @ dennistree : @ mikekirby @ ebayuk,neutral,0,data\image\1799.jpg
0726.jpg,0,neutral,RT @ TheFashionPolice : People waiting in line for the new Justin Bieber album,negative,-1,data\image\0726.jpg
3450.jpg,1,positive,RT @ TheDirtyBarry : Barry Allen and Iris West are back together .,negative,-1,data\image\3450.jpg
4562.jpg,0,neutral,RT @ bprestige : The Portuguese Navy will soon be able to train on,neutral,0,data\image\4562.jpg
3968.jpg,-1,negative,"RT @ MLB : Remembering Tony Gwynn , 2001 - 2012",negative,-1,data\image\3968.jpg
4004.jpg,1,positive,RT @ jennacarroll : Ellen DeGeneres is a woman of the,negative,-1,data\image\4004.jpg
4306.jpg,1,positive,RT @ USATF : Congratulations to @ KambriaSisney and @,negative,-1,data\image\4306.jpg
0419.jpg,0,neutral,RT @ iamfansport : Mesut Ozil is the most important player,negative,-1,data\image\0419.jpg
1392.jpg,-1,negative,RT @ militarytimes : Defense secretary says he will not resign over Benghazi :,positive,1,data\image\1392.jpg
0640.jpg,-1,negative,RT @ TheHill : Trump picks former Exxon CEO to lead federal energy agency,neutral,0,data\image\0640.jpg
4039.jpg,0,neutral,RT @ TheFashionPolice : Chris Rock is the best .,negative,-1,data\image\4039.jpg
0085.jpg,0,neutral,"@ harrystyles : thanks for the love , i love your music !",negative,-1,data\image\0085.jpg
0340.jpg,-1,negative,RT @ jonasmejercic : The Last of Us 2 video game,neutral,0,data\image\0340.jpg
1428.jpg,1,positive,RT @ ErikaJayne : I don ' t know what to say about this,positive,1,data\image\1428.jpg
4233.jpg,0,neutral,RT @ TheWrap : The Wrap Interview : ' The Wolf of Wall Street ',neutral,0,data\image\4233.jpg
0205.jpg,-1,negative,RT @ TamiChappell : My husband just got home from Paris and I,neutral,0,data\image\0205.jpg
3481.jpg,0,neutral,RT @ rafaelfadnab: Tickets for the show in Moscow tomorrow,negative,-1,data\image\3481.jpg
3978.jpg,0,neutral,RT @ ArabMediaNetwork : # ArabMediaNetwork launches # GPF2017 in Dubai,neutral,0,data\image\3978.jpg
0083.jpg,1,positive,RT @ nytimes : The show - stopping art at the Brooklyn Art Fair is,neutral,0,data\image\0083.jpg
2729.jpg,0,neutral,RT @ HistoryInPics : Veterans of World War II sit down together for a,neutral,0,data\image\2729.jpg
2049.jpg,-1,negative,RT @ TheDapperDude : Disney Moana . . . . . .,neutral,0,data\image\2049.jpg
0325.jpg,-1,negative,"RT @ dangyung : Black women , let me tell you something . Barack",neutral,0,data\image\0325.jpg
3295.jpg,0,neutral,What does a 50 - year - old look like ? # WhatDoes50S look,neutral,0,data\image\3295.jpg
3121.jpg,0,neutral,RT @ TheDogBarker : Dog goes to wedding .,neutral,0,data\image\3121.jpg
2793.jpg,0,neutral,RT @ TheLemonBoat : Lemon Curd Cocktail at The Lemon Boat,neutral,0,data\image\2793.jpg
1388.jpg,1,positive,The @ Lakers celebrate their first championship in 40 years . # Lakers # LakersChampions,negative,-1,data\image\1388.jpg
4464.jpg,0,neutral,RT @ NBAOnTNT : Watch Russell Westbrook perform a basketball trick .,neutral,0,data\image\4464.jpg
0165.jpg,1,positive,RT @ Heart & Stroke : # Calgary volunteers help with # CanadianCancerH,neutral,0,data\image\0165.jpg
1742.jpg,0,neutral,"RT @ travel : Beautiful sunset in Tromso , Norway .",negative,-1,data\image\1742.jpg
1920.jpg,1,positive,RT @ jgarnier : @ sebastianVandoorne with,neutral,0,data\image\1920.jpg
0337.jpg,1,positive,"Taylor Swift and Beyoncé were both wearing Versace at the # MetGala ,",neutral,0,data\image\0337.jpg
3098.jpg,1,positive,RT @ thebibleproject : John 12 : 32 - 36 RT @ TheB,neutral,0,data\image\3098.jpg
2089.jpg,0,neutral,RT @ TheDirtyBoys : Big G with the girl from the concert .,neutral,0,data\image\2089.jpg
3976.jpg,0,neutral,RT @ jessieejess : My dog is in my house . I,neutral,0,data\image\3976.jpg
3007.jpg,-1,negative,RT @ TheFutureOfCars : The first ever Star Trek communicator is on,neutral,0,data\image\3007.jpg
1142.jpg,1,positive,RT @ nairalive : Gbajabiamila to speak at #,neutral,0,data\image\1142.jpg
3444.jpg,0,neutral,RT @ TheDotUK : The former home of the Duke and Duchess of Cambridge,neutral,0,data\image\3444.jpg
3709.jpg,0,neutral,RT @ TheWiseGentleman : Robert De Niro and Jack Nicholson in,neutral,0,data\image\3709.jpg
4139.jpg,1,positive,"RT @ klara_mari: Happy Birthday to my best friend , @",negative,-1,data\image\4139.jpg
2351.jpg,0,neutral,"RT @ WPIX11News : A cold start to the day , but a",positive,1,data\image\2351.jpg
2151.jpg,0,neutral,"RT @ rtnews : Moscow ' s tallest residential building has collapsed , killing at",positive,1,data\image\2151.jpg
0121.jpg,-1,negative,RT @ TheSillyScoop : Spiderman is a police officer .,neutral,0,data\image\0121.jpg
1568.jpg,1,positive,Great to be back in the @ LFCStadium for the # CommunityDay !,negative,-1,data\image\1568.jpg
1918.jpg,0,neutral,RT @ NFL : TAMPA BAY BUCCANEERS : QB Ryan Fitzpatrick,neutral,0,data\image\1918.jpg
1030.jpg,-1,negative,RT @ TheRumpus : Fox News host Glenn Beck has a new phrase for,neutral,0,data\image\1030.jpg
3426.jpg,0,neutral,RT @ cnbc: A look at the Parthenon in Athens .,neutral,0,data\image\3426.jpg
3601.jpg,0,neutral,RT @ ctot : Police in the UK are getting a lot of tips about,neutral,0,data\image\3601.jpg
2181.jpg,0,neutral,RT @ TheWrap : Paul Haggis is the latest Hollywood figure to be,negative,-1,data\image\2181.jpg
4591.jpg,0,neutral,RT @ Military News : The US Air Force has successfully completed a test of the new,neutral,0,data\image\4591.jpg
3425.jpg,0,neutral,"# military appreciation day , come out and support @ AmericanWorriors , they are",negative,-1,data\image\3425.jpg
3369.jpg,0,neutral,"RT @ TheCrazyIdeaGuy : The Crazy Idea Guy , 1992",neutral,0,data\image\3369.jpg
3138.jpg,0,neutral,RT @ CemexCuba : # CemexInterstate15 in Los,neutral,0,data\image\3138.jpg
1639.jpg,1,positive,RT @ TheSoccerMoms : Harry Kane is the best player in the world,negative,-1,data\image\1639.jpg
4175.jpg,1,positive,RT @ TSBiz : Chicken suit for Easter . . . . . . .,neutral,0,data\image\4175.jpg
4047.jpg,0,neutral,Zebra in the park . # Ilford # England # EnglandZebra #,neutral,0,data\image\4047.jpg
4245.jpg,-1,negative,RT @ nfl : # Bears WR Alshon Jeffery makes a spectacular catch,negative,-1,data\image\4245.jpg
0619.jpg,1,positive,"RT @ TheGrammarSchool : Happy birthday to our lovely music teacher , Ms",negative,-1,data\image\0619.jpg
2575.jpg,0,neutral,RT @ TheCultureMag : The best photos from the 1970s and 1980s,negative,-1,data\image\2575.jpg
0160.jpg,0,neutral,RT @ VogueUK : The Queen and Prince Philip with the students of the Royal,negative,-1,data\image\0160.jpg
3515.jpg,0,neutral,RT @ alice hooton : Alice Munro was my friend . # t,negative,-1,data\image\3515.jpg
4485.jpg,0,neutral,RT @ cubs : # Cubs pitcher Jake Arrieta throws during practice at Wrig,neutral,0,data\image\4485.jpg
3678.jpg,0,neutral,RT @ AlmondMealies : Almond Mealies are a great source of,negative,-1,data\image\3678.jpg
3853.jpg,1,positive,"RT @ PhuketHotels : Phuket , Thailand .",neutral,0,data\image\3853.jpg
